idx,sentence,label
637,"High rates of tumor growth and disease progression detected on serial 
pretreatment positrooxyglucosepositron emission tomography/computed tomography scans in 
radical radiotherapy candidates with nonsmall cell lung cancer.",NSCLC
4102,"Multiple fields should be used, with all fields treated daily.",SCLC
4790,"Surgery for early stage small 
cell lung cancer.",SCLC
2089,"The rate of i ntracranial response was also higher  with 
brigatinib (78%) versus crizotinib (29%).221 At the second interim analysis 
(24.9 months of median follow up), brigatinib continued to show 
improved blinded",NSCLC
787,"Radiofrequency ablation followed by conventional 
radiotherapy for medically inoperable stage I nonsmall cell lung cancer.",NSCLC
834,"Randomized phase 2 trial on refinement of earlystage NSCLC adjuvant chemotherapy with cisplatin and pemetrexed 
versus cisplatin and vinorelbine: the TREAT study.",NSCLC
380,"MUTATIONnn
nn Principles of Molecular and Biomarker Analysis (NSCLH) .",NSCLC
3755,"Prescribing information: brigatinib capsules, for oral use.",NSCLC
4457,"A phase 3 trial in Japan reported that patients with 
extensive stage SCLC treated with irinotecan plus cisplatin had a median 
survival of 12.8 months compared with 9.4 months for patients treated with 
etoposide/cisplatin (P = .002).128",SCLC
214,"CLINICAL 
ASSESSMENTPRETREATMENT EVALUATIONgINITIAL TREATMENT
Stage IA 
(peripheral 
T1abc, N0) Pulmonary function tests 
(PFTs) (if not previously 
done)
 Bronchoscopy 
(intraoperative preferred)
 Consider pathologic 
mediastinal lymph node 
evaluationh,i,j
 FDGPET/CT scank (if not 
previously done)",NSCLC
486,"Pathologic evaluation of the 
mediastinum must include evaluation of the subcarinal station and contralateral lymph nodes.",NSCLC
2124,"The objective response rate was 7 1.7% with 17 
complete responses; the median duration of response was 19.7 months.",NSCLC
2468,Morb Mortal Wkly Rep 2012;61:484 489.,NSCLC
2104,"In those with 
measurable baseline CNS lesions, an objective intracranial response 
was observed in 63% of patients .",NSCLC
3211,"Impact of fraction size on lung 
radiation toxicity: hypofractionation may be beneficial in dose escalation of 
radiotherapy for lung cancers.",NSCLC
4352,"The only exception is combined SCLC and LCNEC  where a t least 
10% of the tumor should show LCNEC morphology.38,67 Patients with 
combined SCLC are treated using regimens for SCLC, because it is the 
more aggressive cancer.67 Patients with NSCLC can also transform to 
SCLC after treatment with epidermal growth factor receptor (EGFR) 
tyrosine kinase inhibitors or immune checkpoint inhibitors.68,69  
Evaluation  
Staging Systems  
The Veterans Administration ( VA) Lung Study Group’s 2 stage 
classification scheme has historically been used to define the extent of 
disease in patients with SCLC: 1) limited stage is disease confined to the 
ipsilateral hemithorax, which can be safely encompassed within a radiation 
field; and 2) extensive stage is disease beyond the ipsilateral hemithorax, 
including malignant pleural /pericardial effusion or hematogenous 
metastases.70 Contr alateral mediastinal and ipsilateral supraclavicular 
lymphadenopathy are generally classified as limited stage SCLC , whereas 
the classification of contralateral hilar and supraclavicular 
lymphadenopathy is more controversial and treatment is 
individualized.17,71,72",SCLC
2483,"Subclassification of non small cell 
lung carcinomas lacking morphologic differentiation on biopsy specimens: Utility of an immunohistochemical panel containing TTF 1, napsin A, p63, 
and CK5/6.",NSCLC
1897,"For patients 
with (T1 2) N2 node positive disease, a brain MRI with contrast and FDG 
PET/CT scan (if not done previously) are recommended to search for 
distant metastases.",NSCLC
20,"If TTNA is not possible due to proximity to aorta, VATS biopsy is also an option.",NSCLC
1957,"Postoperative s equential 
chemotherapy with consideration of p ostoperative RT is recommended  for 
select patients with  negative margins  and high risk N2 disease such as 
extracapsular extension, multi station involvement, inadequate lymph node 
dissection or sampling, and/or refusal or intolerance of adjuvant systemic 
therapy.450,453,767 Either concurrent or sequential chemoradiation may be 
used for postoperative therapy  and positive margins , depending on the 
type of resection and the setting (eg, N2 disease).",NSCLC
3564,"Mediastinoscopy vs endosonography for mediastinal nodal staging of lung cancer: a 
randomized trial.",NSCLC
4957,"Nivolumab alone and 
nivolumab plus ipilimumab in recurrent small cell lung cancer (CheckMate 
032): a multicentre, open label, phase 1/2 trial.",SCLC
3496,"Phase 3 study of carboplatin 
paclitaxel/nab paclitaxel (Chemo) with or without pembrolizumab for 
patients with metastatic squamous non small cell lung cancer",NSCLC
1341,"The corresponding 5 year 
relative survival rates for adenocarcinoma were 70.1% for localized, 
44.7% for regional, 9.6% for distant, and 20% for unstaged.162 Fiveyear 
survival after lobectomy for pathologic stage I NSCLC ranges from 45% to 65%, depending on whether the patient has stage 1A or 1B disease and 
on the location of the tumor.",NSCLC
1402,"The panel added a caveat that while some ERBB2 
(HER2)  mutations are known to be activating, not all single  or 
double nucleotide changes are activating.",NSCLC
927,"EGFR exon 20 (EGFRex20 ) mutations (other than EGFR p.T790M) are a heterogeneous group, some of which are responsive to targeted 
therapy and that require detailed knowledge of the specific alteration.",NSCLC
3056,"Exploring Radiotherapy Targeting 
Strategy and Dose: A Pooled Analysis of Cooperative Group Trials of 
Combined Modality Therapy for Stage III NSCLC.",NSCLC
3016,"A Contralateral Esophagus 
Sparing Technique to Limit Severe Esophagitis Associated With 
Concurrent High Dose Radiation and Chemotherapy in Patients With 
Thoracic Malignancies.",NSCLC
888,"Tissue Specimen Acquisition and Management:
Although tumor testing has been primarily focused on use of FFPE tissues, increasingly, laboratories accept other specimen types, notably 
cytopathology preparations not processed by FFPE methods.",NSCLC
3106,Int J Radiat Oncol Biol Phys 2010;76:1106 1113.,NSCLC
1032,"Activity of crizotinib (PF02341066), a dual mesenchymalepithelial transition (MET) and anaplastic lymphoma kinase (ALK) 
inhibitor, in a nonsmall cell lung cancer patient with de novo MET amplification.",NSCLC
198,"Stage IVA, M1bc and stage IVB, M1ccPretreatment  
Evaluation (NSCL2)",NSCLC
4729,"Pathology and diagnosis of neuroendocrine tumors: lung 
neuroendocrine.",SCLC
184,Patients suspected of having a solitary site of metastatic disease should have tissue confirmation of that site if feasible.,NSCLC
5003,"Moderately hypofractionated once daily 
compared with twice daily thoracic radiation therapy concurrently with etoposide and cisplatin in limited stage small cell lung cancer: A 
multicenter, phase II, randomized trial.",SCLC
3374,"e. A randomized trial of 
induction chemotherapy plus high dose radiation versus radiation alone in 
stage III non small cell lung cancer: Five year follow up of cancer and 
leukemia group B (CALGB) 8433 trial.",NSCLC
179,EUS also provides reliable access to the left adrenal gland.,NSCLC
693,"Cochrane 
Database Syst Rev 2010:CD002140.
51 Curran WJ Jr, et al.",NSCLC
765,"Medical 
Research Council Lung Cancer Working Party.",NSCLC
2653,"Nishino M, Cardarella S, Jackman DM, et al. RECIST 1.1 in NSCLC patients with EGFR mutations treated with EGFR tyrosine kinase 
inhibitors: comparison with RECIST 1.0.",NSCLC
1963,"An analysis 
suggests that patients who survive lung cancer have a high symptom 
burden 1 year after diagnosis and therefore need management after 
treatment.994  
Treatment of Recurrences and Distant Metastases  
Recurrences are subdivided into locoregional recurrences and distant 
metastases.",NSCLC
1320,"122,125,139 Note that the 
specific IHC analyses used to identify tumor type and lineage (eg, 
adenocarcinoma vs. squamous cell carcinoma) are distinct from the IHC 
analyses used to determine whether patients are candidates for anaplastic lymphoma kinase ( ALK) inhibitor therapy or PD L1 inhibitor ther apy.",NSCLC
4253,"A prospective study of PET/CT in initial staging of smallcell lung cancer: comparison with CT, bone scintigraphy and bone 
marrow analysis.",SCLC
1337,"Immunostains sensitive and specific for pleural mesothelioma include 
WT1, calretinin, cytokeratin 5/6, and D2 40 (podoplanin antibody)",NSCLC
3913,"Primary Endpoint Results of NRG CC003: Phase IIR/ III Trial of Prophylactic Cranial Irradiation (PCI) with or 
without Hippocampal Avoidance (HA) for Small Cell Lung Cancer (SCLC)",SCLC
741,"Pulmonary resection after curative intent radiotherapy (>59 Gy) and 
concurrent chemotherapy in nonsmallcell lung cancer.",NSCLC
4825,"Efficacy and safety of first 
line carboplatin versus cisplatin based chemotherapy for non small cell 
lung cancer: A meta analysis.",SCLC
3052,"Rosenman JG, Halle JS, Socinski MA, et al. High dose conformal 
radiotherapy for treatment of stage IIIA/IIIB non small cell lung cancer: 
technical issues and results of a phase I/II trial.",NSCLC
3837,"Cochrane 
Database Syst Rev 2015;10:CD010463. Available at: https://www.ncbi.nlm.nih.gov/pubmed/26482542 . 
1128.",NSCLC
4706,"Reduced lung cancer mortality with low dose computed 
tomographic screening.",SCLC
4243,"Other imaging studies may be obtained based 
on individual clinical scenarios.",SCLC
3138,"Baumann P, Nyman J, Hoyer M, et al. Outcome in a prospective phase II trial of medically inoperable stage I non small cell lung cancer 
patients treated with stereotactic body radiotherapy.",NSCLC
4676,"A 
meta analysis of nine observational studies (163 8 patients) also reported favorable lesion control and survival outcomes with SRS versus  
whole brain RT.310",SCLC
4721,"Anti Huassociated 
paraneoplastic encephalomyelitis: analysis of 200 patients.",SCLC
3568,"Ernst A, Eberhardt R, Krasnik M, Herth FJ.",NSCLC
1747,"In the nivolumab plus ipilimumab  plus chemotherapy arm, 
treatment related deaths were from acute renal failure due to 
chemotherapy, thrombocytopenia, pneumonitis, hepatic toxicity, hepatitis, diarrhea, sepsis, and acute renal insufficiency; treatment related deaths in 
the chemotherapy arm were from anemia, pancytopenia, febrile neutropenia, respiratory failure, pulmonary sepsis, and sepsis.",NSCLC
3822,"First Line Selpercatinib or 
Chemotherapy and Pembrolizumab in RET Fusion",NSCLC
3511,"Maintenance 
bevacizumab pemetrexed after first line cisplatin pemetrexed
bevacizumab for advanced nonsquamous nonsmall cell lung cancer: 
updated survival analysis of the AVAPERL (MO22089) randomized phase 
III trial.",NSCLC
1803,"The panel does not recommend  pembrolizumab plus cisplatin with either 
paclitaxel or albumin bound paclitaxel, because there are fewer data for 
this regimen.",NSCLC
1133,g An FDAapproved biosimilar is an appropriate substitute for bevacizumab.,NSCLC
411,"Squamous cell carcinoma: A malignant epithelial tumor that either shows keratinization and/or intercellular bridges, or a morphologically 
undifferentiated NSCC that expresses IHC markers of squamous cell differentiation.",NSCLC
4874,Medical research council lung cancer working party.,SCLC
2866,"assisted thoracic surgery 
versus open thoracotomy for non small cell lung cancer: a meta analysis 
of propensity score matched patients.",NSCLC
3878,"Langer CJ, Mok T, Postmus PE.",NSCLC
983,"Testing methodologies: While targeted PCR techniques can be utilized to examine ERBB2  mutations, the diversity and spectrum of 
mutations are best surveyed using NGSbased approaches.",NSCLC
2299,"Pembrolizumab in patients with 
advanced non",NSCLC
1886,"Patients with possibly 
resectable superior sulcus tumors should undergo preoperative concurrent 
chemoradiation before surgical re evaluation (including CT with or without 
contrast ± PET/CT).",NSCLC
4407,"For 
patients with  limited stage SCLC who are not eligible for surgery or SABR  
or have positive mediastinal staging , chemotherapy  with concurrent 
thoracic RT (category 1  for patients with PS 0 2) is the recommended 
primary treatment .9,101,102",SCLC
3293,"Rugo HS, Klein P, Melin SA, et al. Association Between Use of a 
Scalp Cooling Device and Alopecia After Chemotherapy for Breast 
Cancer.",NSCLC
462,"While patients who actively smoke have a mildly increased incidence of postoperative pulmonary complications, these should not be 
considered a prohibitive risk for surgery.",NSCLC
1512,"The bronchial tree, esophagus, and brachial plexus are critical structures 
for SABR.",NSCLC
1230,"Useful in certain 
circumstancesOther interventions that may be used for selected patient populations (defined with recommendation).",NSCLC
1708,"Median overall survival was not reached for patients receiving 
cemiplimab (95% CI , 17.9 not evaluable) versus 14.2 months ( 95% CI , 
11.2 17.5) for  chemotherapy (HR, 0.57; 95% CI, 0. 420.77; P=.0002).",NSCLC
1565,"PEARLS/KEYNOTE 091, a phase 3 randomized trial, assessed adjuvant  
therapy with pembrolizumab versus placebo in 1177 patients with 
completely resected stage IB to IIIA NSCLC (based on AJCC 7
th 
edition).751",NSCLC
