idx,sentence,label,processed_sentence
852,"Paclitaxel 4550 mg/m2 weekly; carboplatin AUC 2, concurrent thoracic RT4,b,c,d,e,g
 Cisplatin 50 mg/m2 on days 1, 8, 29, and 36; etoposide 50 mg/m2 days 15 and 2933; concurrent thoracic RT5,6,b,c,d,e
Preferred (squamous)
 Paclitaxel 4550 mg/m2 weekly; carboplatin AUC 2, concurrent thoracic RT6,b,c,d,e,g
 Cisplatin 50 mg/m2 on days 1, 8, 29, and 36; etoposide 50 mg/m2 days 15 and 2933; concurrent thoracic RT5,6,b,c,d,e
Consolidation Therapy for Patients with Unresectable Stage II/III NSCLC, PS 01, and No Disease Progression After Definitive Concurrent 
Chemoradiation
 Durvalumab 10 mg/kg IV every 2 weeks or 1500 mg every 4 weeks for up to 12 months (patients with a body weight of ≥30 kg)7,8,h,i  
(category 1 for stage III; category 2A for stage II) (except tumors that are positive for EGFR exon 19 deletion or exon 21 L858R mutations)
 Osimertinib 80 mg once daily until disease progression (category 1 for stage III; category 2A for stage II) if EGFR exon 19 deletion or L858R9,i
a For patients with superior sulcus tumors, the recommendation is for 2 cycles concurrent with RT and 2 more cycles after surgery.",NSCLC,paclitaxel mg weekly carboplatin auc concurrent thoracic c d e g cisplatin mg day etoposide mg day concurrent thoracic c d e preferred squamous paclitaxel mg weekly carboplatin auc concurrent thoracic c d e g cisplatin mg day etoposide mg day concurrent thoracic c d e consolidation therapy patients unresectable stage ii iii nsclc ps disease progression definitive concurrent chemoradiation durvalumab mg kg iv week mg week month patient body weight category stage iii category stage ii tumor positive egfr exon deletion exon mutation osimertinib mg daily disease progression category stage iii category stage ii egfr exon deletion patient superior sulcus tumor recommendation cycle concurrent rt cycle surgery
853,"Induction chemoradiation and surgical resection for superior sulcus nonsmallcell lung carcinomas: longterm results of Southwest Oncology Group Trial 9416 
(Intergroup Trial 0160).",NSCLC,induction chemoradiation surgical resection superior sulcus nonsmallcell lung carcinomas longterm result southwest oncology group trial intergroup trial
854,b Regimens can be used as preoperative/adjuvant chemotherapy/RT.,NSCLC,b regimens preoperative adjuvant chemotherapy rt
855,c Regimens can be used as definitive concurrent chemotherapy/RT.,NSCLC,c regimen definitive concurrent chemotherapy rt
856,"d For eligible patients, durvalumab may be used after noted concurrent chemotherapy/RT regimens.",NSCLC,d eligible patient durvalumab note concurrent chemotherapy rt regimen
857,"e For eligible patients, osimertinib may be used after noted concurrent chemotherapy/RT regimens in patients with EGFR exon 19 deletion or L858R.
f",NSCLC,e eligible patient osimertinib note concurrent chemotherapy rt regimen patient egfr exon deletion f
858,"If using durvalumab or osimertinib, additional chemotherapy after radiation is not recommended.",NSCLC,durvalumab osimertinib additional chemotherapy radiation recommend
859,"If not using durvalumab or osimertinib, an additional 4 cycles of 
pemetrexed 500 mg/m² may be used.",NSCLC,durvalumab osimertinib additional cycle pemetrexe mg
860,"If not using durvalumab or osimertinib, an additional 2 cycles every 21 
days of paclitaxel 200 mg/m² and carboplatin AUC 6 may be used.",NSCLC,durvalumab osimertinib additional cycle day paclitaxel mg carboplatin auc
861,"In patients with tumors that are positive for EGFR exon 19 deletion of exon 21 L858R mutations there is risk of toxicity when TKI is administered in temporal proximity 
to immunotherapy.",NSCLC,patient tumor positive egfr exon deletion exon mutation risk toxicity tki administer temporal proximity immunotherapy
862,"Randomized phase II study of pemetrexed, carboplatin, and thoracic radiation with or without cetuximab in patients with 
locally advanced unresectable nonsmallcell lung cancer: Cancer and Leukemia Group B trial 30407.",NSCLC,randomized phase ii study pemetrexed carboplatin thoracic radiation cetuximab patient locally advanced unresectable nonsmallcell lung cancer cancer leukemia group b trial
863,"Concurrent pemetrexed and radiation therapy in the treatment of patients with inoperable stage III nonsmall cell lung cancer: a 
systematic review of completed and ongoing studies.",NSCLC,concurrent pemetrexed radiation therapy treatment patient inoperable stage iii nonsmall cell lung cancer systematic review complete ongoing study
864,"PROCLAIM: randomized phase III trial of pemetrexedcisplatin or etoposidecisplatin plus thoracic radiation therapy followed by 
consolidation chemotherapy in locally advanced nonsquamous nonsmallcell lung cancer.",NSCLC,proclaim randomize phase iii trial pemetrexedcisplatin etoposidecisplatin plus thoracic radiation therapy follow consolidation chemotherapy locally advanced nonsquamous nonsmallcell lung cancer
865,"Standarddose versus highdose conformal radiotherapy with concurrent and consolidation carboplatin plus paclitaxel with 
or without cetuximab for patients with stage IIIA or IIIB nonsmallcell lung cancer (RTOG 0617): a randomised, twobytwo factorial phase 3 study.",NSCLC,standarddose versus highdose conformal radiotherapy concurrent consolidation carboplatin plus paclitaxel cetuximab patient stage iiia iiib nonsmallcell lung cancer rtog randomise twobytwo factorial phase study
866,"Concurrent cisplatin, etoposide, and chest radiotherapy in pathologic stage IIIB nonsmallcell lung cancer: A Southwest 
Oncology Group Phase II Study, SWOG 9019.",NSCLC,concurrent cisplatin etoposide chest radiotherapy pathologic stage iiib nonsmallcell lung cancer southwest oncology group phase ii study swog
867,"J Clin Oncol 2002;20:34543460.
6 Rusch VW, Giroux DJ, Kraut MJ, et al.",NSCLC,j clin oncol rusch vw giroux dj kraut mj et al
868,"Induction chemoradiation and surgical resection for superior sulcus nonsmallcell lung carcinomas: longterm results of 
Southwest Oncology Group Trial 9416 (Intergroup Trial 0160).",NSCLC,induction chemoradiation surgical resection superior sulcus nonsmallcell lung carcinomas longterm result southwest oncology group trial intergroup trial
869,Population pharmacokinetics of durvalumab in cancer patients and association with longitudinal biomarkers of disease status.,NSCLC,population pharmacokinetic durvalumab cancer patient association longitudinal biomarker disease status
870,"Clin Pharmacol Ther 2018;103:631642.
8 FaivreFinn C, Vicente D, Kurata T, et al.",NSCLC,clin pharmacol ther faivrefinn c vicente d kurata t et al
871,Fouryear survival with durvalumab after chemoradiotherapy in stage III NSCLCan update from the PACIFIC trial.,NSCLC,fouryear survival durvalumab chemoradiotherapy stage iii nsclcan update pacific trial
872,Osimertinib after chemoradiotherapy in stage III EGFRmutated NSCLC.,NSCLC,osimertinib chemoradiotherapy stage iii egfrmutated nsclc
873,"Survivorship care for people affected by advanced or metastatic cancer: MASCCASCO standards and practice 
recommendations Support Care Cancer 2024;32:313.",NSCLC,survivorship care people affect advanced metastatic cancer masccasco standard practice recommendation support care cancer
874,"J Natl Compr Canc Netw 
2024;22:e237072.",NSCLC,j natl compr canc netw
875,"Unmet needs, quality of life, and financial toxicity among survivors of lung cancer.",NSCLC,unmet need quality life financial toxicity survivor lung cancer
876,"Pulmonary rehabilitation for adults with chronic respiratory disease: An Official American Thoracic Society Clinical Practice 
Guideline.",NSCLC,pulmonary rehabilitation adult chronic respiratory disease official american thoracic society clinical practice guideline
877,"Maintain a healthy weight
 Adopt a physically active lifestyle (regular physical activity: 30 minutes of moderateintensity physical activity on most days of the week)",NSCLC,maintain healthy weight adopt physically active lifestyle regular physical activity minute moderateintensity physical activity day week
878,"Consume a healthy diet with emphasis on plant sources
 Limit consumption of alcohol if one consumes alcoholic beverages
Additional Health Monitoring
 Routine blood pressure, cholesterol, and glucose monitoring 
 Bone health:",NSCLC,consume healthy diet emphasis plant source limit consumption alcohol consume alcoholic beverage additional health monitoring routine blood pressure cholesterol glucose monitor bone health
879,"Bone density testing as appropriate 
 Dental health: Routine dental examinations
 Routine sun protection 
Resources
 National Cancer Institute Facing Forward: Life After Cancer Treatment  
https://www.cancer.gov/publications/patienteducation/facingforward
Cancer Screening Recommendations8,9
These recommendations are for individuals at average risk for cancer; patients at high risk should be individualized .",NSCLC,bone density testing appropriate dental health routine dental examination routine sun protection resources national cancer institute facing forward life cancer treatment cancer screening recommendation individual average risk cancer patient high risk individualized
880,"T esting of lung cancer specimens for these alterations is 
important for identification of potentially efficacious targeted therapies, as well as avoidance of therapies unlikely to provide clinical benefit.",NSCLC,t esting lung cancer specimen alteration important identification potentially efficacious targeted therapy avoidance therapy unlikely provide clinical benefit
881,"Some selection approaches for targeted therapy include predictive  IHC analyses, which are distinct from IHC studi es utilized to identify 
tumor type and lineage.",NSCLC,selection approach targeted therapy include predictive ihc analysis distinct ihc studi es utilize identify tumor type lineage
882,Clinicopathologic features should not be used to select patients for testing.,NSCLC,clinicopathologic feature select patient testing
883,"Major elements of molecular testing that are critical for utilization and interpretation of molecular results include:
Use of a laboratory that is properly accredited, with a minimum of Clinical Laboratory Improvement Amendments (CLIA) accreditation
Understanding the methodologies that are utilized and the major limitations of those methodologies 
Understanding the spectrum of alterations tested (and those not tested) by a specific assay
Knowledge of whether a tumor sample is subjected to pathologic review and tumor enrichment (ie, microdissection, macrodissection) prior 
to testing
The types of samples accepted by the testing laboratory
Understanding what constitutes an informative versus a null result.",NSCLC,major element molecular testing critical utilization interpretation molecular result include use laboratory properly accredit minimum clinical laboratory improvement amendments clia accreditation understand methodology utilize major limitation methodology understand spectrum alteration test test specific assay knowledge tumor sample subject pathologic review tumor enrichment ie microdissection macrodissection prior test type sample accept testing laboratory understanding constitute informative versus null result
884,"A positive finding for a known oncogenic driver is considered an 
informative result.",NSCLC,positive finding know oncogenic driver consider informative result
885,"Absence of a known oncogenic driver, including results that show only ""passenger"" alterations, might be considered 
null depending on the context of the specimen limitations and clinical situation.",NSCLC,absence know oncogenic driver include result passenger alteration consider null depend context specimen limitation clinical situation
886,"Specifically , technical issues related to tumor cellularity 
in tissue testing or burden of disease in circulating tumor DNA (ctDNA) testing are considerations in interpretation of findings.",NSCLC,specifically technical issue relate tumor cellularity tissue testing burden disease circulate tumor dna ctdna testing consideration interpretation finding
887,"Additional 
considerations are elaborated in sections below.",NSCLC,additional consideration elaborate section
888,"Tissue Specimen Acquisition and Management:
Although tumor testing has been primarily focused on use of FFPE tissues, increasingly, laboratories accept other specimen types, notably 
cytopathology preparations not processed by FFPE methods.",NSCLC,tissue specimen acquisition management tumor testing primarily focus use ffpe tissue increasingly laboratory accept speciman type notably cytopathology preparation process ffpe method
